39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
46, Private,207677, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private,340940, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States, >50K
36, Private,208358, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,4650,0,56, United-States, <=50K
64, Self-emp-not-inc,31826, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private,187161, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private,175935, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,240698, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
19, Private,206874, Assoc-voc,11, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private,173938, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
32, Local-gov,161478, Bachelors,13, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,46, United-States, <=50K
61, ?,347089, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States, <=50K
26, Private,195216, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
26, Private,216010, HS-grad,9, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,170525, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States, >50K
50, Local-gov,92486, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,165513, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Local-gov,167334, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Private,396538, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,29, United-States, <=50K
25, Private,201635, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private,230684, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
22, Private,64292, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, ?,181063, 10th,6, Widowed, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private,165360, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,28225, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, <=50K
25, Private,124111, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
51, Private,257337, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
53, Private,211654, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, ?, >50K
39, Private,370585, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private,43403, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Female,0,1590,54, United-States, <=50K
52, Self-emp-not-inc,217210, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
19, State-gov,354104, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
30, Private,175083, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
25, Private,397962, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
32, Private,183304, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
33, Self-emp-inc,206609, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,212900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,224644, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,177675, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private,72333, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
60, Private,135470, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
54, ?,95329, Some-college,10, Divorced, ?, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private,80058, Prof-school,15, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private,337639, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc,240172, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,159187, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov,86912, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Self-emp-not-inc,200515, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,133616, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private,154949, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
47, Private,216096, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
22, Private,361138, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States, <=50K
27, Private,160178, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
69, ?,259323, Prof-school,15, Divorced, ?, Not-in-family, White, Male,0,0,5, United-States, <=50K
48, Private,164964, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,198606, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
43, Private,271807, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,171655, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
45, Local-gov,86644, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States, <=50K
37, Private,154571, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
17, Private,117477, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,185846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,121023, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,404453, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private,142766, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
62, Private,103344, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States, >50K
35, Private,360814, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private,183081, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, ?,236523, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private,160785, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, Private,27408, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc,115176, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
66, ?,270460, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,261504, 12th,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private,169383, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
36, Private,210945, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private,197932, Some-college,10, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
23, Private,250630, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,162551, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
23, Local-gov,287988, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,167482, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
90, Private,226968, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov,95462, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,467108, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private,349028, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,173832, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
40, Private,193144, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
23, Private,193949, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
38, Private,103408, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?, <=50K
26, Private,67257, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
49, Local-gov,215895, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy, >50K
26, Private,170786, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov,289442, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,42703, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,139193, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, ?,117542, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,1409,0,15, United-States, <=50K
20, Private,142673, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Private,130849, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
46, Private,428405, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private,64293, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private,256755, Bachelors,13, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Cuba, <=50K
37, Self-emp-not-inc,162834, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
17, Private,206998, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private,150553, 9th,5, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
51, Private,104748, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
64, Local-gov,96076, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private,171355, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
37, Private,206699, HS-grad,9, Divorced, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
48, Local-gov,40666, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,175625, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
37, Private,280966, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
39, Private,393480, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private,149770, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private,125120, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private,223548, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private,105803, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
26, Private,77661, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,282304, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, ?,424591, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,200511, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, ?,166545, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,7688,0,6, United-States, >50K
29, State-gov,118520, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K
26, State-gov,252284, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,156877, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
30, Private,178587, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
27, State-gov,230922, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
20, Private,117767, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private,341995, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,55, United-States, <=50K
76, Private,97077, 10th,6, Widowed, Sales, Unmarried, Black, Female,0,0,12, United-States, <=50K
24, Private,221955, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private,157568, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
73, ?,139049, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,22, United-States, >50K
30, Private,191385, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,24395, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
44, Private,177905, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,58, United-States, >50K
21, Private,253612, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,1055,0,32, United-States, <=50K
36, ?,139770, Some-college,10, Divorced, ?, Own-child, White, Female,0,0,32, United-States, <=50K
34, Local-gov,93886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States, >50K
39, Private,269186, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,204046, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov,447579, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
52, Local-gov,192563, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
